	modLLIDs	row	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
586	ENSG00000126091	ENSG00000126091	79.25269441	-0.259880165	0.146890023	-1.769215904	0.076857851	0.199325148
622	ENSG00000159596	ENSG00000159596	71.60196526	0.115077074	0.115804521	0.993718326	0.320360018	0.506679991
623	ENSG00000197429	ENSG00000197429	64.4684228	-0.272603424	0.142269654	-1.916103794	0.055351885	0.160512276
658	ENSG00000162373	ENSG00000162373	17.34427986	-0.36083166	0.291241615	-1.238942654	0.215366736	0.390476766
666	ENSG00000085832	ENSG00000085832	742.9767586	0.123692435	0.059950855	2.063230533	0.039090731	0.128678245
673	ENSG00000157077	ENSG00000157077	35.7069053	-0.367531284	0.227519436	-1.615384123	0.106227536	0.248272548
674	ENSG00000154222	ENSG00000154222	357.0939226	-0.186724377	0.076394148	-2.444223565	0.014516428	0.067693426
679	ENSG00000182183	ENSG00000182183	197.5033904	-0.329100055	0.131631216	-2.500167245	0.012413469	0.061059724
683	ENSG00000121310	ENSG00000121310	229.5967082	-0.367444697	0.113110908	-3.248534606	0.001160011	0.014800746
799	ENSG00000154027	ENSG00000154027	73.38584884	-0.40472777	0.204980552	-1.97446912	0.048328425	0.146947138
825	ENSG00000097096	ENSG00000097096	24.96774004	-0.220686375	0.25390805	-0.86915864	0.384760366	0.568246591
840	ENSG00000143013	ENSG00000143013	227.8996418	0.097810657	0.086114185	1.135825145	0.256029751	0.437356256
870	ENSG00000067208	ENSG00000067208	195.1869827	0.374070229	0.099835256	3.746875042	0.000179051	0.005314098
898	ENSG00000162688	ENSG00000162688	165.0311224	-0.259396034	0.094605168	-2.741880157	0.006108863	0.038915166
912	ENSG00000170989	ENSG00000170989	848.6951972	-0.272479047	0.10791016	-2.525054603	0.011568031	0.058567518
935	ENSG00000121940	ENSG00000121940	76.94977513	-0.206162476	0.126108817	-1.634798273	0.102091343	0.241351137
937	ENSG00000197780	ENSG00000197780	26.72533829	0.204630378	0.204781543	0.999261825	0.317667873	0.504389994
950	ENSG00000181754	ENSG00000181754	205.7281409	-0.311622158	0.13660797	-2.281141856	0.022540054	0.090221612
956	ENSG00000213366	ENSG00000213366	45.18616041	-0.230038002	0.234018549	-0.982990463	0.325612133	0.511807346
967	ENSG00000116396	ENSG00000116396	173.306886	-0.458846595	0.131658592	-3.485124576	0.000491908	0.009403041
974	ENSG00000177272	ENSG00000177272	564.1732906	-0.223003874	0.115748159	-1.92662998	0.05402576	0.15803106
984	ENSG00000116455	ENSG00000116455	62.45816328	-0.184142667	0.133668223	-1.3776099	0.168323763	0.333077622
986	ENSG00000143110	ENSG00000143110	314.3094882	0.343024258	0.093227258	3.679441674	0.000233745	0.006188982
1004	ENSG00000081026	ENSG00000081026	45.80676522	-0.064649503	0.177598	-0.364021574	0.715841899	0.830908113
1033	ENSG00000116824	ENSG00000116824	357.7189703	-0.264764641	0.116960816	-2.263703779	0.02359234	0.092512191
1055	ENSG00000265808	ENSG00000265808	491.1269467	0.229702036	0.080863007	2.840631877	0.004502425	0.032472706
1075	ENSG00000186364	ENSG00000186364	15.33055524	-0.49319509	0.24241919	-2.034472144	0.041904014	NA
1079	ENSG00000131779	ENSG00000131779	58.94593033	-0.123708464	0.119859975	-1.032108207	0.30202143	0.488856386
1082	ENSG00000271601	ENSG00000271601	288.7005734	-0.121080381	0.070256849	-1.723396123	0.084816916	0.212784392
1083	ENSG00000272031	ENSG00000272031	24.67985256	-0.258023794	0.237938917	-1.084411904	0.278182208	0.463216719
1089	ENSG00000264343	ENSG00000264343	55.00512502	0.2437627	0.19998617	1.218897787	0.22288299	0.398625776
1104	ENSG00000178104	ENSG00000178104	263.1034881	-0.201929219	0.100714907	-2.004958589	0.044967474	0.140321205
1118	ENSG00000184260	ENSG00000184260	42.56844461	0.106886227	0.126454212	0.845256356	0.397967723	0.580460118
1124	ENSG00000264522	ENSG00000264522	92.05746805	-0.048763854	0.135515834	-0.35983879	0.718967694	0.833220052
1133	ENSG00000117360	ENSG00000117360	305.9810929	-0.161216723	0.067456149	-2.389948501	0.016850735	0.074248346
1134	ENSG00000163125	ENSG00000163125	403.1380189	-0.155104764	0.063567678	-2.439994198	0.014687498	0.068247519
1142	ENSG00000163131	ENSG00000163131	7102.682243	0.291894385	0.080904378	3.607893573	0.000308693	0.007229075
1157	ENSG00000163156	ENSG00000163156	128.472699	0.206609983	0.095271964	2.168633594	0.030110513	0.108148526
1237	ENSG00000196154	ENSG00000196154	1173.718163	0.241876193	0.088674746	2.727678435	0.006378175	0.039947697
1265	ENSG00000143515	ENSG00000143515	932.1445687	-0.326652618	0.105254124	-3.103466223	0.001912681	0.019655135
1275	ENSG00000163348	ENSG00000163348	284.355581	-0.129433005	0.077674636	-1.66634839	0.095644044	0.230691707
1305	ENSG00000125459	ENSG00000125459	38.702098	-0.514389676	0.174525535	-2.947360542	0.003204993	0.026708273
1311	ENSG00000132680	ENSG00000132680	300.6693884	-0.109519388	0.060718575	-1.803721335	0.071275003	0.189453584
1316	ENSG00000116586	ENSG00000116586	82.48350937	0.12230763	0.115659178	1.05748313	0.29029115	0.476895299
1323	ENSG00000160783	ENSG00000160783	83.67666301	-0.018112325	0.120662253	-0.15010763	0.8806797	0.933513904
1358	ENSG00000160856	ENSG00000160856	192.9480223	-0.544317264	0.165484756	-3.289229031	0.001004622	0.013545331
1363	ENSG00000158473	ENSG00000158473	204.6963535	0.206944543	0.111961005	1.848362671	0.064549895	0.177383957
1393	ENSG00000158716	ENSG00000158716	71.58090943	-0.087312324	0.14092937	-0.619546684	0.535556277	0.701148639
1405	ENSG00000162729	ENSG00000162729	163.896925	-0.322286254	0.104096753	-3.096026012	0.001961332	0.019864975
1410	ENSG00000132716	ENSG00000132716	290.8053324	-0.169858177	0.065076008	-2.610150531	0.009050239	0.04981021
1422	ENSG00000122224	ENSG00000122224	344.3891259	-0.291593382	0.120311729	-2.423648846	0.015365455	0.070095572
1437	ENSG00000143258	ENSG00000143258	133.3035804	-0.15420043	0.102156301	-1.509455883	0.131182321	0.284955537
1441	ENSG00000158864	ENSG00000158864	248.9796885	0.05210086	0.068650563	0.75892838	0.447895401	0.625128616
1442	ENSG00000158869	ENSG00000158869	558.7926282	0.601533738	0.126721431	4.746898228	2.07E-06	0.000466984
1443	ENSG00000158874	ENSG00000158874	18.22553173	0.47913085	0.263344142	1.819409562	0.068848969	0.18474971
1486	ENSG00000143167	ENSG00000143167	54.43138082	-0.495117572	0.196162365	-2.524019188	0.01160216	0.058602941
1489	ENSG00000198821	ENSG00000198821	680.8964542	-0.336512358	0.103408583	-3.254201422	0.001137116	0.014593819
1574	ENSG00000121454	ENSG00000121454	62.98446195	0.086832515	0.129772664	0.669112524	0.503423701	0.673293406
1616	ENSG00000116711	ENSG00000116711	37.38943753	0.305510924	0.193325861	1.580289998	0.114040469	0.260423418
1630	ENSG00000000971	ENSG00000000971	19.81486808	-0.637347963	0.313050695	-2.035925728	0.041757814	0.134127011
1650	ENSG00000118200	ENSG00000118200	35.47524456	-0.172203915	0.192210671	-0.895912352	0.370299576	0.555331269
1651	ENSG00000170128	ENSG00000170128	40.27464584	0.118322593	0.263229049	0.449504312	0.653067898	0.788888842
1655	ENSG00000232237	ENSG00000232237	7.322856447	-0.645559533	0.356357394	-1.811550828	0.070055629	NA
1706	ENSG00000133056	ENSG00000133056	271.2129085	-0.418472203	0.124194454	-3.369491886	0.000753069	0.011572654
1724	ENSG00000133065	ENSG00000133065	116.440833	-0.393540168	0.110237978	-3.569914597	0.000357098	0.007731197
1729	ENSG00000263961	ENSG00000263961	43.95485162	-0.459175407	0.179058953	-2.564381172	0.010335996	0.05456218
1735	ENSG00000143486	ENSG00000143486	291.4594072	-0.142309085	0.072506313	-1.962713021	0.049679529	0.149446819
1741	ENSG00000162892	ENSG00000162892	141.4872125	-0.357883257	0.125746536	-2.846068527	0.004426267	0.032140329
1742	ENSG00000162894	ENSG00000162894	1095.239272	-0.318757403	0.106154498	-3.002768689	0.002675357	0.023886285
1770	ENSG00000082512	ENSG00000082512	302.5092922	-0.438370572	0.113181162	-3.873176099	0.000107426	0.003941441
1772	ENSG00000170385	ENSG00000170385	310.6768242	0.117008367	0.085258775	1.372390903	0.169941781	0.335319834
1784	ENSG00000203705	ENSG00000203705	83.26797964	0.220367731	0.118175597	1.864748186	0.062216709	0.17344549
1816	ENSG00000154305	ENSG00000154305	397.3708034	-0.034376644	0.066983982	-0.513206932	0.607806578	0.755717489
1830	ENSG00000143771	ENSG00000143771	221.3616932	0.25012059	0.09922672	2.520697965	0.011712234	0.059043318
1837	ENSG00000143819	ENSG00000143819	136.4207418	-0.474798571	0.122741244	-3.868288743	0.000109602	0.0039891
1838	ENSG00000196187	ENSG00000196187	1412.698792	-0.288379903	0.064840271	-4.447543156	8.69E-06	0.001041942
1841	ENSG00000143811	ENSG00000143811	88.92075451	-0.225146049	0.113562856	-1.982567686	0.04741574	0.145047993
1848	ENSG00000143799	ENSG00000143799	623.8528463	-0.109134778	0.081998152	-1.330941911	0.183208125	0.352618651
1850	ENSG00000143772	ENSG00000143772	1825.416278	-0.108603385	0.053239033	-2.039920291	0.041358265	0.133353749
1866	ENSG00000154358	ENSG00000154358	628.1020736	-0.379064768	0.14575449	-2.600707317	0.009303179	0.050880906
1882	ENSG00000143641	ENSG00000143641	315.3324009	0.137051954	0.065581318	2.089801769	0.03663561	0.123159347
1944	ENSG00000117020	ENSG00000117020	234.3092945	-0.401723091	0.121979202	-3.29337367	0.000989928	0.013427565
1954	ENSG00000185420	ENSG00000185420	94.31256302	-0.242695186	0.119664288	-2.028133791	0.042546595	0.135659824
1956	ENSG00000162852	ENSG00000162852	412.4601971	-0.127570711	0.081207078	-1.570930943	0.11619869	0.263856659
2014	ENSG00000171163	ENSG00000171163	154.0317893	-0.299433677	0.085460338	-3.503773592	0.000458715	0.009140094
2037	ENSG00000151692	ENSG00000151692	358.2948293	-0.056094235	0.093431439	-0.600378584	0.548253957	0.710066489
2084	ENSG00000068697	ENSG00000068697	383.5613535	0.220696141	0.092671472	2.381489534	0.017242781	0.075243552
2113	ENSG00000119772	ENSG00000119772	678.8797814	-0.092357794	0.064410439	-1.433894817	0.151602281	0.311307671
2117	ENSG00000084733	ENSG00000084733	966.6375481	0.199002179	0.062674367	3.17517652	0.001497454	0.016854617
2120	ENSG00000138029	ENSG00000138029	407.2095109	0.135714607	0.064739543	2.09631702	0.036054078	0.121942967
2139	ENSG00000138073	ENSG00000138073	229.8486191	-0.053807463	0.069320254	-0.776215607	0.437621693	0.615887437
2142	ENSG00000138074	ENSG00000138074	80.21440575	-0.261428907	0.146249771	-1.787550878	0.073848497	0.194547774
2150	ENSG00000115207	ENSG00000115207	156.3006723	-0.158507341	0.081370273	-1.947976023	0.051417832	0.153146196
2180	ENSG00000213626	ENSG00000213626	1467.335588	-0.063614063	0.111478694	-0.570638751	0.568244545	0.725329302
2181	ENSG00000172954	ENSG00000172954	118.2659199	-0.227115388	0.128763851	-1.763813264	0.077763424	0.20078779
2200	ENSG00000171055	ENSG00000171055	226.6330164	0.229751627	0.083182039	2.76203407	0.005744248	0.037683808
2209	ENSG00000003509	ENSG00000003509	64.86963512	-0.206901488	0.125994994	-1.642140547	0.10056088	0.238845749
2214	ENSG00000138061	ENSG00000138061	204.3424984	0.391170354	0.156350112	2.501887272	0.012353325	0.060860969
2217	ENSG00000143891	ENSG00000143891	103.1383761	0.078093991	0.131801838	0.592510639	0.553508699	0.714196934
2236	ENSG00000162882	ENSG00000162882	55.15234532	0.23800717	0.133546176	1.782208799	0.074715188	0.195842086
2282	ENSG00000119737	ENSG00000119737	31.64121679	-0.320167445	0.181663782	-1.762417591	0.077998769	0.201130407
2287	ENSG00000115306	ENSG00000115306	1233.202295	-0.180455061	0.095912358	-1.881457863	0.059909662	0.169302401
2315	ENSG00000115504	ENSG00000115504	91.5178654	-0.160971628	0.115614093	-1.392318384	0.163826007	0.327819326
2319	ENSG00000169764	ENSG00000169764	372.7288161	0.086250684	0.067806661	1.272009027	0.203369912	0.376210336
2324	ENSG00000179833	ENSG00000179833	385.9884021	-0.012914686	0.072340041	-0.178527487	0.858308736	0.920626788
2349	ENSG00000115977	ENSG00000115977	1307.586379	-0.201977932	0.077101113	-2.619650029	0.008802005	0.048924996
2350	ENSG00000196975	ENSG00000196975	166.7150648	0.156202843	0.096036545	1.626493781	0.103844655	0.244053667
2374	ENSG00000124374	ENSG00000124374	43.2937739	-0.645660327	0.231714195	-2.786451331	0.005328862	0.035932211
2382	ENSG00000135631	ENSG00000135631	76.62880555	0.013548829	0.202129594	0.067030406	0.946557497	0.972193774
2384	ENSG00000135632	ENSG00000135632	71.00598233	-0.401806362	0.16264437	-2.470459704	0.013493952	0.064302757
2399	ENSG00000114978	ENSG00000114978	1577.704304	0.174849003	0.058685023	2.979448479	0.002887678	0.025053536
2410	ENSG00000115275	ENSG00000115275	295.1007348	-0.257214545	0.06427547	-4.001752867	6.29E-05	0.002900525
2423	ENSG00000135622	ENSG00000135622	85.53757276	-0.429945794	0.147807454	-2.908823499	0.003627916	0.028739746
2439	ENSG00000186854	ENSG00000186854	511.0838297	-0.37768271	0.160447492	-2.353933398	0.018575939	0.07935274
2486	ENSG00000172005	ENSG00000172005	168.7620029	0.066709327	0.152624626	0.437081015	0.662052595	0.795329073
2509	ENSG00000114982	ENSG00000114982	477.7438523	-0.168859616	0.061840177	-2.730581048	0.006322279	0.039751758
2513	ENSG00000168763	ENSG00000168763	369.7184329	-0.132695746	0.066091068	-2.007771247	0.044667606	0.139679146
2515	ENSG00000213337	ENSG00000213337	34.76580094	-0.273301179	0.177739593	-1.537649402	0.124134361	0.275396028
2516	ENSG00000168758	ENSG00000168758	211.2439781	-0.468188632	0.119895545	-3.904971031	9.42E-05	0.003677863
2524	ENSG00000115085	ENSG00000115085	1230.144757	-0.473297564	0.101201564	-4.676781134	2.91E-06	0.000601027
2531	ENSG00000071073	ENSG00000071073	743.2925423	-0.214400489	0.077707128	-2.759083948	0.005796364	0.037814683
2552	ENSG00000204634	ENSG00000204634	322.6336881	0.298602335	0.116265973	2.568269346	0.010220771	0.054295246
2571	ENSG00000135966	ENSG00000135966	233.0676328	-0.00580705	0.070044343	-0.082905333	0.933926814	0.965547764
2587	ENSG00000153201	ENSG00000153201	785.8210267	-0.058038264	0.063114479	-0.919571311	0.357796824	0.54356848
2589	ENSG00000135960	ENSG00000135960	56.3702265	-0.391742743	0.270277408	-1.44940987	0.147223154	0.306219993
2605	ENSG00000153208	ENSG00000153208	48.3557634	0.57655504	0.222675708	2.589213908	0.009619532	0.052137951
2669	ENSG00000136709	ENSG00000136709	551.2501518	0.036591001	0.054934863	0.666079774	0.505360112	0.674961767
2697	ENSG00000075886	ENSG00000075886	33.95049339	-0.355379434	0.174143378	-2.040728951	0.041277776	0.133163847
2713	ENSG00000076003	ENSG00000076003	99.00358167	0.133858519	0.131244949	1.019913682	0.3077694	0.494348554
2724	ENSG00000169554	ENSG00000169554	2117.200923	0.183101391	0.06953473	2.633236533	0.008457542	0.048025895
2749	ENSG00000115159	ENSG00000115159	212.1394741	0.232820543	0.110368366	2.109486174	0.034902638	0.119267097
2827	ENSG00000091409	ENSG00000091409	383.7487655	-0.2151851	0.09676466	-2.223798432	0.026162009	0.099383495
2830	ENSG00000091436	ENSG00000091436	117.2698585	0.094130057	0.124891411	0.753695206	0.451032261	0.628209434
2868	ENSG00000155657	ENSG00000155657	1539.085949	-0.046382877	0.074071542	-0.626190239	0.531190169	0.697682352
2870	ENSG00000187231	ENSG00000187231	227.858975	0.324740794	0.113664786	2.857004406	0.004276599	0.031619936
2885	ENSG00000170396	ENSG00000170396	95.06956435	0.307570567	0.151307089	2.032757149	0.042077064	0.134857679
2907	ENSG00000151689	ENSG00000151689	55.36969847	0.283314403	0.138734498	2.04213376	0.041138265	0.132826543
2982	ENSG00000114933	ENSG00000114933	622.8434289	0.032495693	0.056120999	0.579029121	0.562569524	0.721022359
2987	ENSG00000114948	ENSG00000114948	26.57397864	-0.293173039	0.32801254	-0.893786071	0.371436363	0.556369996
3004	ENSG00000138413	ENSG00000138413	150.4666991	0.240174825	0.105397207	2.278758917	0.0226814	0.090539975
3023	ENSG00000118242	ENSG00000118242	28.05535368	-0.056391509	0.16133983	-0.349520074	0.726698903	0.837917242
3049	ENSG00000115568	ENSG00000115568	252.2348202	-0.240843407	0.082895002	-2.905403222	0.003667803	0.028938716
3051	ENSG00000163481	ENSG00000163481	65.16427321	-0.383556695	0.125151238	-3.064745501	0.002178553	0.021218781
3084	ENSG00000123989	ENSG00000123989	39.91238115	-0.076845093	0.207857227	-0.369701328	0.711605042	0.827469425
3107	ENSG00000169047	ENSG00000169047	78.78056781	-0.202829403	0.184073494	-1.101893592	0.270507935	0.453974487
3129	ENSG00000135916	ENSG00000135916	200.2717605	-0.164255234	0.147823489	-1.111157875	0.2665004	0.449315044
3178	ENSG00000188042	ENSG00000188042	931.5018484	-0.328628183	0.096522699	-3.404672537	0.000662434	0.010861337
3200	ENSG00000144485	ENSG00000144485	16.46573722	0.412338783	0.31033416	1.328692861	0.183949321	NA
3225	ENSG00000115687	ENSG00000115687	237.6637837	-0.480073327	0.141961406	-3.381717197	0.000720343	0.011289752
3234	ENSG00000168397	ENSG00000168397	366.8117968	-0.11140812	0.069900095	-1.593819304	0.110976513	0.25551114
3242	ENSG00000216921	ENSG00000216921	29.02448174	-0.285187253	0.203447275	-1.401774749	0.160982521	0.324337706
3254	ENSG00000134108	ENSG00000134108	363.8054665	0.151458594	0.065358098	2.317365392	0.020483836	0.084583061
3281	ENSG00000163704	ENSG00000163704	69.7614099	-0.180694006	0.136667291	-1.322145222	0.186119798	0.356297727
3303	ENSG00000225526	ENSG00000225526	17.45027985	-0.201557989	0.242320333	-0.831783226	0.405531313	0.586890283
3313	ENSG00000154764	ENSG00000154764	48.2997427	-0.566516959	0.223134195	-2.538906951	0.011119939	0.057260625
3329	ENSG00000206562	ENSG00000206562	52.13716468	-0.212271274	0.147380993	-1.440289346	0.149785554	0.309143079
3337	ENSG00000154814	ENSG00000154814	631.4011444	-0.305778588	0.129345446	-2.364046028	0.018076567	0.077834273
3342	ENSG00000182568	ENSG00000182568	1113.039898	-0.147751481	0.078085303	-1.892180424	0.058466946	0.166618653
3359	ENSG00000151093	ENSG00000151093	19.24933602	-0.01334792	0.244758147	-0.054535142	0.956508811	0.976952005
3362	ENSG00000033867	ENSG00000033867	387.6256393	-0.255390818	0.105445576	-2.422015473	0.015434693	0.070247873
3380	ENSG00000183813	ENSG00000183813	161.8452543	-0.143159792	0.159635476	-0.89679184	0.369830003	0.554839397
3408	ENSG00000114739	ENSG00000114739	90.62138141	-0.536379997	0.167975638	-3.19320112	0.001407049	0.016409989
3419	ENSG00000179934	ENSG00000179934	8.053841856	0.019230184	0.458288035	0.041960912	0.966529859	NA
3449	ENSG00000182983	ENSG00000182983	9.91274884	-0.201633199	0.350454763	-0.575347294	0.565056442	NA
3487	ENSG00000121797	ENSG00000121797	27.91320011	0.629188257	0.177160369	3.551518094	0.000383016	0.008113031
3492	ENSG00000178038	ENSG00000178038	88.22315213	-0.571913827	0.198207994	-2.885422604	0.003908886	0.030030541
3503	ENSG00000114648	ENSG00000114648	310.3856416	0.127694592	0.07995794	1.59702205	0.110260792	0.254211781
3506	ENSG00000163832	ENSG00000163832	77.90552154	-0.281175195	0.126401924	-2.224453444	0.026117952	0.099270171
3526	ENSG00000010256	ENSG00000010256	401.910505	0.162502229	0.078552918	2.068697543	0.038574478	0.127597513
3528	ENSG00000225697	ENSG00000225697	94.02041947	-0.023319247	0.117260022	-0.198867838	0.842366129	0.911277833
3540	ENSG00000178035	ENSG00000178035	235.732335	-0.115148298	0.077924527	-1.477690043	0.139490761	0.295507161
3561	ENSG00000173540	ENSG00000173540	112.5478251	-0.361725775	0.116894587	-3.094461296	0.001971707	0.01987648
3577	ENSG00000179564	ENSG00000179564	4.066220229	-0.467234821	0.552642604	-0.845455667	0.397856475	NA
3591	ENSG00000088543	ENSG00000088543	44.68139184	-0.363299353	0.166095981	-2.187285627	0.028721679	0.105341965
3594	ENSG00000114738	ENSG00000114738	1082.018403	0.159372971	0.064916562	2.455043318	0.014086761	0.066294622
3612	ENSG00000248487	ENSG00000248487	24.1234968	-0.697561768	0.193488356	-3.605187324	0.000311928	0.007247083
3625	ENSG00000114841	ENSG00000114841	912.1869514	-0.232540973	0.071970659	-3.231052435	0.001233353	0.015389116
3646	ENSG00000163935	ENSG00000163935	98.99108406	-0.230348183	0.130099256	-1.770557263	0.076634354	0.199027861
3677	ENSG00000163684	ENSG00000163684	73.4744577	-0.122203776	0.118175616	-1.034086216	0.30109586	0.48809748
3701	ENSG00000144749	ENSG00000144749	259.5882143	-0.135476871	0.10797133	-1.25474856	0.209570052	0.383874342
3804	ENSG00000153283	ENSG00000153283	440.3752797	-0.284379653	0.117261515	-2.425174643	0.015301024	0.069918955
3812	ENSG00000174500	ENSG00000174500	48.84777075	-0.440107043	0.182464046	-2.412020636	0.015864384	0.07142922
3816	ENSG00000144848	ENSG00000144848	293.5288326	0.311314965	0.081773581	3.80703599	0.000140642	0.004710515
3824	ENSG00000206530	ENSG00000206530	75.14727674	-0.29876961	0.137505775	-2.172778639	0.029796982	0.107588979
3826	ENSG00000072858	ENSG00000072858	343.0862941	-0.40620536	0.109060985	-3.724570801	0.000195648	0.005604071
3852	ENSG00000121577	ENSG00000121577	14.39055164	0.227129248	0.249442486	0.910547566	0.362533808	NA
3915	ENSG00000159685	ENSG00000159685	32.82501652	-0.499440201	0.219070006	-2.279820092	0.022618361	0.090381186
3916	ENSG00000114554	ENSG00000114554	124.2265699	-0.386887259	0.138818795	-2.786994791	0.005319933	0.035926076
3941	ENSG00000183624	ENSG00000183624	174.4693288	-0.150118205	0.087991685	-1.706049901	0.087998789	0.217792372
3965	ENSG00000129048	ENSG00000129048	8.463601657	0.300844954	0.415190886	0.72459431	0.468700951	NA
3971	ENSG00000163781	ENSG00000163781	294.4050878	0.101742063	0.065527514	1.55266172	0.120503972	0.269991366
4032	ENSG00000181744	ENSG00000181744	267.7291365	0.049618356	0.083479314	0.594379057	0.552258613	0.713134869
4064	ENSG00000144893	ENSG00000144893	49.22675583	0.25031951	0.190792834	1.311996392	0.189521352	0.36028671
4066	ENSG00000174944	ENSG00000174944	66.44888805	0.452515499	0.20572416	2.199622535	0.027833687	0.103574059
4149	ENSG00000114346	ENSG00000114346	38.55970723	-0.172488877	0.187643291	-0.919238174	0.357971008	0.54356848
4255	ENSG00000178732	ENSG00000178732	50.4977214	-0.312369462	0.198915683	-1.570361154	0.116331114	0.263992685
4264	ENSG00000176945	ENSG00000176945	16.13484765	-0.673328869	0.376994049	-1.786046412	0.074091744	NA
4308	ENSG00000185619	ENSG00000185619	605.8800001	-0.141381932	0.065784804	-2.14915793	0.031621883	0.112022442
4318	ENSG00000159692	ENSG00000159692	838.6029909	-0.080296977	0.053088413	-1.512514171	0.13040311	0.284208188
